"기준일ID","시군구코드","시군구명","총생활인구수","내국인생활인구수","장기체류외국인인구수","단기체류외국인인구수","일최대인구수","일최소인구수","주간인구수(09~18)","야간인구수(19~08)","일최대이동인구수","서울외유입인구수","동일자치구행정동간이동인구수","자치구간이동인구수"
"20200310","11500","강서구","565735.30950","552338.84680","10351.66970","3044.79300","586528.64510","542947.46580","547011.65400","579109.34920","249194.61540","58530.48070","126959.20690","63704.92780"
"20200310","11530","구로구","435536.99560","400858.02000","30274.10230","4404.87330","441062.31320","429822.37860","434227.92020","436472.04940","204459.36410","61854.05150","74467.28480","68138.02780"
"20200310","11545","금천구","257903.39710","237011.91570","18234.64510","2656.83630","289431.40660","231545.99880","284669.38710","238784.83280","167597.23100","61767.37940","48535.69950","57294.15210"
"20200310","11560","영등포구","520847.21050","478861.29000","36830.43240","5155.48800","594560.59330","451794.20810","582488.11010","476817.99650","349079.44330","89399.56790","90612.00750","169067.86790"
"20200310","11590","동작구","425242.45300","405733.83160","16119.38760","3389.23380","453885.33760","389866.65040","397535.23530","445033.32270","164914.45200","27736.44430","72441.37400","64736.63370"
"20200310","11620","관악구","522963.90080","496137.80900","23449.42410","3376.66770","573177.74760","463393.11300","474804.50390","557363.47000","201168.86970","29344.07450","116591.73060","55233.06460"
"20200310","11650","서초구","610459.60360","589209.94530","17132.29790","4117.36040","718592.42590","511062.92140","698721.60920","547415.31390","407696.80460","126014.73120","83715.84700","197966.22640"
"20200310","11680","강남구","886947.41820","855118.35700","21219.54030","10609.52090","1113349.12560","694340.53010","1067793.61260","757771.56500","652570.82110","200735.61390","121396.33190","330438.87530"
"20200310","11710","송파구","792673.12270","771173.27950","17491.80600","4008.03720","798366.29560","788743.93070","793029.11410","792418.84310","372688.40430","96266.88400","161447.65580","114973.86450"
"20200310","11740","강동구","525483.76850","514162.91090","9909.55640","1411.30120","555270.24490","490176.82140","496796.84880","545974.42550","241326.21900","44160.97740","149784.55240","47380.68920"
"20200309","11000","서울시","11317106.96800","10819715.25230","407363.94880","90027.76690","11613931.69490","11022549.95070","11572532.68530","11134660.02720","6114978.02210","1361497.52940","2267172.83800","2486307.65470"
"20200309","11110","종로구","300082.11790","279546.06800","16036.45420","4499.59560","401719.60140","219932.95450","377161.70390","245025.27070","259966.17340","61423.32510","34615.42880","163927.41950"
"20200309","11140","중구","298581.97600","272977.41580","19064.75130","6539.80890","441194.95360","183103.73420","411087.13930","218221.14510","318424.01570","78594.16380","33079.38660","206750.46530"
"20200309","11170","용산구","316033.29600","289462.57620","23038.96810","3531.75170","340869.61390","285455.49820","339400.02310","299342.77660","186229.00410","44356.59600","48068.87100","93803.53710"
"20200309","11200","성동구","372459.16330","354439.39990","15193.91360","2825.84980","388593.33500","354683.16530","385443.43460","363184.68380","209496.49480","37100.10570","68314.77070","104081.61840"
"20200309","11215","광진구","393548.94350","367712.61770","21832.68410","4003.64170","417295.76570","362694.63620","371699.16900","409155.92520","171366.11400","28557.24000","80664.78550","62144.08850"
"20200309","11230","동대문구","384060.46720","358769.67200","20937.12500","4353.67030","390469.98390","377567.58830","380743.97640","386429.38920","183683.44300","28820.71490","74818.74860","80043.97950"
"20200309","11260","중랑구","369931.99370","362749.27630","6394.68150","788.03590","406520.57150","329209.71270","338202.40030","392595.98910","156857.93450","24489.52670","94830.12460","37538.28320"
"20200309","11290","성북구","452366.03640","433739.45660","14716.73010","3909.84970","481524.07950","418545.26970","425753.16100","471375.23320","178880.18030","20220.19980","89188.69720","69471.28330"
"20200309","11305","강북구","314775.12260","308831.21750","5369.59450","574.31060","343716.80460","285857.47220","291109.62500","331679.04960","183307.80090","11134.12830","127253.96050","44919.71210"
"20200309","11320","도봉구","286765.31530","283315.85500","3049.42250","400.03770","308989.49340","258266.59850","265661.40100","301839.53980","131671.81470","15853.26130","77419.76390","38398.78950"
"20200309","11350","노원구","539516.07660","532789.39250","5232.89200","1493.79210","582683.97670","492709.31300","500474.91400","567402.62120","206279.25090","30290.47490","124328.31880","51660.45720"
"20200309","11380","은평구","459232.85950","450297.84150","7668.60040","1266.41760","509848.21580","400572.89180","413292.36390","492047.49920","171747.79250","25345.29100","114404.75710","31997.74440"
"20200309","11410","서대문구","397547.60280","369311.79530","22287.86940","5947.93800","412486.73550","384965.60820","408599.67300","389653.26700","211044.41820","41756.09590","66090.63060","103197.69170"
"20200309","11440","마포구","489610.57240","462627.00320","20543.46180","6440.10740","525774.26610","454530.99260","516726.69000","470241.91700","288099.22350","67188.35040","87334.55660","133576.31650"
"20200309","11470","양천구","415831.36090","408655.73650","6071.67020","1103.95420","442007.94090","384893.75650","391306.35720","433349.22070","188572.13610","29814.94140","96507.97310","62249.22160"
"20200309","11500","강서구","566308.40920","551248.52250","10638.50780","4421.37890","591492.24070","539921.00590","545052.18130","581491.42920","257119.28720","60693.69830","129902.34210","66523.24680"
"20200309","11530","구로구","434490.68630","400942.63590","29090.36110","4457.68930","443313.93190","425997.39390","431406.66130","436693.56120","214653.10590","65198.67690","76805.31450","72649.11450"
"20200309","11545","금천구","256321.50860","236204.45810","17621.52760","2495.52290","286233.91610","229705.33730","282548.25090","237588.12130","172487.34750","63578.48480","50416.03520","58492.82750"
"20200309","11560","영등포구","521157.62570","479386.10160","36439.37860","5332.14550","595591.68940","447768.78730","584649.11770","475806.56000","361840.10910","92822.33910","93452.40470","175565.36530"
"20200309","11590","동작구","424603.72490","404521.14920","16856.89750","3225.67820","455122.21320","387453.53140","395003.27920","445746.90040","172453.29340","28596.78420","75081.36510","68775.14410"
"20200309","11620","관악구","521744.83580","495061.21570","23256.13080","3427.48940","575689.63530","458262.98060","471315.53660","557765.76390","208239.61140","30883.46790","118849.35140","58506.79210"
"20200309","11650","서초구","608878.97920","587674.05540","17158.60110","4046.32270","720102.62820","504958.26600","699678.04930","544022.50050","420051.28750","130027.53390","86292.39290","203731.36070"
"20200309","11680","강남구","877322.23550","846622.88220","21009.46640","9689.88690","1106674.34980","674894.10880","1061696.56150","745626.28830","659959.23080","202405.86250","123026.51290","334526.85540"
"20200309","11710","송파구","792325.80920","770248.38930","18036.23760","4041.18230","798435.94700","787359.58760","792570.78580","792150.82600","385850.98270","100381.18910","166112.67030","119357.12330"
"20200309","11740","강동구","523610.24950","512580.51830","9818.02140","1211.70980","557622.13050","483587.98630","491950.23000","546224.54900","245538.92700","45405.51390","151166.18460","48967.22850"
"20200308","11000","서울시","10922875.48510","10421440.81230","406837.33420","94597.33870","11072102.35300","10798133.21800","10860957.20380","10967102.82890","4193275.01580","679282.41520","2163277.20300","1350715.39760"
"20200308","11110","종로구","236610.35110","217536.79450","14435.97800","4637.57870","266559.50020","219545.74020","253022.57440","224887.33450","129004.79710","23413.68380","32530.09390","73061.01940"
"20200308","11140","중구","195437.47600","170224.19070","16584.19240","8629.09290","223864.55210","173420.69260","212723.51340","183090.30650","114111.01420","20613.73970","30675.60980","62821.66470"
"20200308","11170","용산구","295920.39000","269108.88510","23325.61290","3485.89200","310371.51540","285261.94030","301537.32490","291908.29370","123609.28740","23153.24610","45619.56430","54836.47700"
"20200308","11200","성동구","350970.58880","333323.54000","15210.70680","2436.34190","358969.20250","343689.83390","347301.26720","353591.53280","137535.16000","18279.31500","64585.09080","54670.75420"
"20200308","11215","광진구","406737.20780","379228.40190","23445.40250","4063.40350","418523.95210","397203.50520","401112.73380","410754.68930","146983.66450","22078.73420","76372.95230","48531.97800"
"20200308","11230","동대문구","381288.12220","355175.58640","21408.15530","4704.38050","386773.52010","372944.12630","376714.12030","384555.26640","137587.61370","17929.64430","71101.11800","48556.85140"
"20200308","11260","중랑구","390798.70330","383267.53850","6576.99640","954.16830","404384.49260","370865.04940","378576.06430","399529.15970","136396.47070","17401.78200","89856.58880","29138.09990"
"20200308","11290","성북구","467140.85660","448399.93730","14597.54740","4143.37190","478427.77080","447446.66090","457298.55220","474171.07400","154981.85750","17561.21970","86103.14810","51317.48970"
"20200308","11305","강북구","334033.63570","327720.56470","5623.11860","689.95250","344337.74380","320468.83360","325301.83660","340270.63510","175474.14250","10457.74810","126629.98710","38386.40730"
"20200308","11320","도봉구","306119.81750","302292.72520","3202.74740","624.34490","309784.29120","300467.97270","303776.05110","307793.93640","126722.67380","14967.64470","73192.71490","38562.31420"
"20200308","11350","노원구","566915.08540","559847.58530","5297.44200","1770.05810","581708.12980","546155.27960","554145.68870","576036.08310","192688.46460","25046.76440","124133.40480","43508.29540"
"20200308","11380","은평구","488885.79110","480000.25040","7831.90090","1053.63970","507964.39690","460214.54430","472912.16910","500295.52110","159484.75040","21380.93700","109325.22200","28778.59140"
"20200308","11410","서대문구","382429.79230","354307.72160","22019.78710","6102.28360","388327.35360","374547.90960","378727.91570","385073.98980","141505.10150","19833.44470","63306.23790","58365.41890"
"20200308","11440","마포구","467555.77740","439502.59290","20660.27330","7392.91120","487698.95290","452809.26100","473553.95840","463271.36250","204942.02850","36136.87790","84305.03520","84500.11540"
"20200308","11470","양천구","432304.60030","424949.02130","6002.48490","1353.09420","440735.15060","419334.15370","425862.12330","436906.36970","166755.58040","21518.30480","92819.44340","52417.83220"
"20200308","11500","강서구","575046.31300","559351.34350","10647.19540","5047.77420","589865.23710","553777.52680","563252.05040","583470.78630","201149.93870","35516.50680","122628.72700","43004.70490"
"20200308","11530","구로구","427463.93810","391254.13970","31339.66680","4870.13150","438475.29330","412510.95670","419040.64780","433480.57400","145087.70740","34715.47480","72838.22160","37534.01100"
"20200308","11545","금천구","230138.52860","209544.74190","18637.73600","1956.05080","232616.49760","226653.09110","229210.87880","230801.13560","93561.60030","23499.65530","47155.02640","22906.91860"
"20200308","11560","영등포구","459874.30710","414669.81680","39573.99790","5630.49240","478904.44750","446273.02360","468426.87950","453765.32680","204066.70130","36881.63480","87469.22900","79715.83750"
"20200308","11590","동작구","436915.55280","416149.77620","17500.14250","3265.63420","454377.84660","414741.67380","423965.78110","446165.38970","142079.95540","19633.23710","71209.15880","51237.55950"
"20200308","11620","관악구","556305.19090","527643.23710","25535.85490","3126.09890","573827.06040","537438.38750","545262.27650","564192.98690","191297.85460","28260.59570","112488.02230","50549.23660"
"20200308","11650","서초구","517467.46730","499814.86920","14178.73960","3473.85850","537317.63710","499278.27060","527894.90210","510019.29960","213351.90400","45703.40760","83416.40380","84232.09260"
"20200308","11680","강남구","701417.22490","675886.98410","15829.60660","9700.63430","732822.03110","669496.70250","723699.86760","685501.05170","279542.01150","61475.86550","107201.61280","110864.53320"
"20200308","11710","송파구","776502.06720","755054.53690","17342.63420","4104.89610","791103.02310","766605.04300","774567.29500","777884.04730","290627.98080","57877.37310","162069.20800","70681.39970"
"20200308","11740","강동구","538596.69960","527186.03120","10029.41450","1381.25400","556495.96130","512698.51500","523070.73180","549686.67660","212651.43560","31156.98740","146538.04560","34956.40260"
"20200307","11000","서울시","11014927.48560","10509908.42080","405370.92440","99648.14030","11054283.45080","10957003.54300","11012180.23140","11016889.81000","4601622.55740","848132.46190","2183507.66000","1569982.43550"
"20200307","11110","종로구","251356.31990","231309.68800","14636.19930","5410.43270","292526.62980","226153.75560","275762.35130","233923.44040","152484.68660","31434.12580","32553.24880","88497.31200"
"20200307","11140","중구","217556.99010","191358.80170","17682.27900","8515.90940","260993.21930","176422.78480","247163.32790","196409.60600","146717.30820","29854.53110","30801.34750","86061.42960"
"20200307","11170","용산구","301093.01370","274677.43860","23163.29290","3252.28220","314363.62930","287031.37170","308486.50450","295811.94890","134794.18170","27884.67420","45994.27000","60915.23750"
"20200307","11200","성동구","356366.55930","338382.81530","15057.92390","2925.82000","362956.38480","352632.99230","356154.75320","356517.84930","151362.70660","22473.80100","65070.24620","63818.65940"
"20200307","11215","광진구","405321.50130","378400.79660","22633.98910","4286.71550","416561.31880","393417.42440","397710.99470","410757.57730","155030.62020","25157.58140","77042.66370","52830.37510"
"20200307","11230","동대문구","383597.91350","357573.76250","21339.41570","4684.73530","391166.72230","374425.30410","381033.44690","385429.67540","151293.73740","21983.66080","71702.89300","57607.18360"
"20200307","11260","중랑구","386037.17970","378455.46320","6588.55100","993.16550","402805.22270","365258.76890","372446.13790","395745.06660","146943.71730","20770.12870","92088.77890","34084.80970"
"20200307","11290","성북구","463370.64640","444557.85650","14569.60790","4243.18200","476415.15190","445407.89010","452334.05190","471253.92820","162842.33320","18897.64960","86543.24310","57401.44050"
"20200307","11305","강북구","328307.74550","322139.30850","5494.85830","673.57880","345813.65880","312612.25490","316814.20060","336517.42050","177191.86240","11489.23390","125138.39120","40564.23730"
"20200307","11320","도봉구","300339.29840","296572.69930","3167.06780","599.53130","307712.85430","290208.64450","294634.29010","304414.30430","126991.95000","15843.18400","72734.68970","38414.07630"
"20200307","11350","노원구","562601.31370","554953.07290","5422.41590","2225.82490","579136.30520","539816.84780","547630.87450","573294.48450","202534.17940","28709.42670","125652.32110","48172.43160"
"20200307","11380","은평구","483005.89500","473758.72030","8038.20440","1208.97030","505988.94080","452903.83330","463889.61520","496660.38060","168001.49850","25108.74830","111708.42030","31184.32990"
"20200307","11410","서대문구","382790.96360","355922.97400","20489.50330","6378.48630","387448.52640","375037.78340","379938.98320","384828.09250","151251.63880","23912.56370","62617.16840","64721.90670"
"20200307","11440","마포구","477925.71970","448702.91850","21026.29820","8196.50290","502158.56580","458323.61450","486807.62710","471581.50010","223518.04070","44317.00460","84541.90110","94659.13500"
"20200307","11470","양천구","430819.56890","423290.71360","6116.21530","1412.64010","440030.16000","420356.30350","424088.86220","435627.21650","175985.95360","26316.86580","92171.71340","57497.37440"
"20200307","11500","강서구","573020.60560","557414.41670","10815.15910","4791.02980","589774.75400","550447.75680","560072.81360","582269.02850","217429.47110","42567.72410","125705.72100","49156.02600"
"20200307","11530","구로구","424132.98760","390147.38400","29344.01250","4641.59100","436143.44280","408431.03430","414150.91860","431263.03680","156870.22840","40999.98110","72535.77020","43334.47710"
"20200307","11545","금천구","230273.01960","210449.19130","17687.88970","2135.93850","232141.77270","228076.57470","230434.65280","230157.56730","102134.98480","28020.84780","47144.46740","26969.66960"
"20200307","11560","영등포구","467919.78020","423021.03320","38035.71300","6863.03410","485943.41710","452404.93730","479241.74360","459832.66350","221346.93120","45180.14870","87129.37190","89037.41060"
"20200307","11590","동작구","435275.61870","414255.67290","17477.44530","3542.50060","451986.63900","415219.06410","422043.38860","444727.21170","151227.62060","23356.36200","70773.44270","57097.81590"
"20200307","11620","관악구","547092.80450","519815.60000","24644.96140","2632.24310","568523.97320","520145.43910","529664.76270","559541.40580","198492.91960","30618.69980","113779.75220","54094.46760"
"20200307","11650","서초구","541522.79180","521074.84340","16532.28420","3915.66420","579894.59480","507733.76090","569928.05480","521233.31820","255539.28030","65868.93840","84270.52170","105399.82020"
"20200307","11680","강남구","747525.68540","719355.87550","18046.62230","10123.18760","824287.18670","681702.50950","800741.19320","709514.60830","363370.28770","92989.14960","111169.26430","159211.87380"
"20200307","11710","송파구","780414.79080","758753.35610","17406.69060","4254.74410","787988.09690","769388.02390","778474.86390","781800.45290","310743.21680","69254.51880","162765.03410","78723.66390"
"20200307","11740","강동구","537258.77290","525564.01840","9954.32420","1740.43020","554125.86380","514274.19190","522531.81860","547778.02590","225509.66650","38573.67360","147223.89250","39712.10040"
"20200306","11000","서울시","11319665.81600","10809832.36620","406206.85650","103626.59340","11578221.18110","11069432.22020","11543642.56590","11159682.42330","5989135.75220","1303890.75900","2257155.35130","2428089.64190"
"20200306","11110","종로구","299399.37050","277489.00380","15858.93310","6051.43360","390712.06300","226323.47570","368490.10050","250048.84910","250242.61210","56879.74090","35109.20080","158253.67040"
"20200306","11140","중구","301574.20080","271830.32400","19363.76930","10380.10750","432444.20620","195733.57010","405354.31340","227445.54890","307014.92300","75192.32770","33186.80880","198635.78650"
"20200306","11170","용산구","316788.05390","292116.35490","21272.33120","3399.36780","341351.76000","285813.61950","338702.23510","301135.06740","185372.92230","43578.94110","48357.35280","93436.62840"
"20200306","11200","성동구","375253.88470","356974.17120","15294.15160","2985.56190","390602.40280","355607.96740","387811.48580","366284.16970","204921.36130","36548.24940","66162.34040","102210.77150"
"20200306","11215","광진구","393965.29060","368161.80020","21599.74510","4203.74530","417297.88710","364412.73560","372760.76350","409111.38140","167830.86290","27950.81690","78592.12800","61287.91800"
"20200306","11230","동대문구","385056.05480","359132.06160","21116.11920","4807.87400","393023.17710","378703.92870","381841.57890","387352.10900","179280.14000","27747.47420","73471.49980","78061.16600"
"20200306","11260","중랑구","369845.56880","362476.93090","6291.55600","1077.08190","403516.64380","332631.15770","340689.84660","390671.08470","152518.50950","21967.70780","93625.39170","36925.41000"
"20200306","11290","성북구","452190.88240","433068.40020","14682.26460","4440.21760","478610.49250","423062.87470","429174.75980","468630.97000","176106.04220","19887.74120","86853.46040","69364.84060"
"20200306","11305","강북구","315480.07700","309440.24310","5313.88490","725.94900","341951.16710","288458.59790","293229.78030","331373.14610","181008.91400","11106.99010","125465.66340","44436.26050"
"20200306","11320","도봉구","286436.73620","282610.40170","3069.62290","756.71150","307360.40390","261283.84280","267321.49570","300090.47930","129607.85880","15434.01230","75349.64620","38824.20030"
"20200306","11350","노원구","539024.83970","532308.38730","5330.28610","1386.16630","578379.43940","494179.88620","502895.15490","564831.75740","204176.41840","29887.04830","123359.41050","50929.95960"
"20200306","11380","은평구","456374.16900","447289.83600","7782.34390","1301.98900","503555.70190","403094.38090","414163.02020","486524.98960","172866.55660","24906.93920","115332.64690","32626.97050"
"20200306","11410","서대문구","399362.79630","369917.19830","21409.15560","8036.44250","417002.21370","384261.44310","409159.97960","392364.80820","207070.43590","39451.07780","65796.89060","101822.46750"
"20200306","11440","마포구","494654.72070","465944.93920","20967.21670","7742.56480","527432.87510","459854.89390","517740.17240","478165.11230","286384.90380","64781.06970","89215.87110","132387.96300"
"20200306","11470","양천구","417312.43060","409637.35500","6272.61020","1402.46540","439824.00200","391058.37610","396287.37950","432330.32420","192578.13200","30057.13770","97222.93980","65298.05450"
"20200306","11500","강서구","566248.04110","550115.24050","10725.87100","5406.92960","588516.36640","541373.06900","547025.44540","579978.46660","255364.88320","58935.54620","130995.10420","65434.23280"
"20200306","11530","구로구","436012.79850","403180.11740","28290.80890","4541.87220","450328.21330","424775.01430","429700.76830","440521.39150","210460.13770","63651.00370","76682.62130","70126.51270"
"20200306","11545","금천구","254775.82580","235120.29250","17426.63880","2228.89440","281870.74350","230683.52330","278359.90680","237930.05360","168319.12740","61271.90860","50651.78770","56395.43110"
"20200306","11560","영등포구","515525.27110","473638.82210","36830.96820","5055.48070","581144.00640","448431.65180","572064.83720","475139.86670","347053.37810","86919.87630","92943.26540","167190.23640"
"20200306","11590","동작구","429799.26180","408795.16240","17360.01700","3644.08230","461429.19690","395835.05600","402693.40170","449160.59040","171910.61990","28271.93860","73580.79690","70057.88440"
"20200306","11620","관악구","518345.24680","492135.47520","23168.79640","3040.97510","567810.43870","462314.99330","472937.29120","550779.50080","209649.79380","29440.64950","122503.14500","57705.99930"
"20200306","11650","서초구","605890.78850","583643.68880","17712.44960","4534.65010","708009.32380","507289.67830","689555.06740","546130.58930","404478.07180","122100.71020","86169.30600","196208.05560"
"20200306","11680","강남구","875020.99510","843072.68040","21265.38630","10682.92830","1082910.13570","695924.39060","1040437.12850","756866.61400","632542.61240","188350.84320","123771.77140","320419.99780"
"20200306","11710","송파구","792075.96050","770023.92230","18057.89740","3994.14090","800296.12510","784234.89520","791664.90810","792369.56940","375516.69730","96094.28100","164229.59940","115192.81690"
"20200306","11740","강동구","523252.55100","511709.55710","9744.03220","1798.96160","555100.00780","485218.22170","493581.74520","544445.98370","243685.08950","44759.10180","150782.01390","48143.97380"
"20200305","11000","서울시","11341781.13470","10828390.90550","406814.78350","106575.44560","11615139.16470","11067428.06920","11580470.93300","11171288.42160","5971807.87570","1307646.14930","2246097.33960","2418064.38680"
"20200305","11110","종로구","302726.38620","279887.66600","16102.42430","6736.29590","397035.93610","228347.94310","374861.01260","251201.65300","252505.27680","58465.85920","34214.48730","159824.93030"
"20200305","11140","중구","305358.93010","274947.95130","19209.53130","11201.44750","439472.39840","197030.67070","411735.93530","229375.35500","310276.80550","75734.02150","32627.39940","201915.38460"
"20200305","11170","용산구","315408.86110","290407.29500","21435.19590","3566.37020","341224.39880","285016.26220","339362.03580","298299.45070","181787.03430","43158.58380","47658.23380","90970.21670"
"20200305","11200","성동구","376799.10750","358131.19460","15456.71320","3211.19980","392556.54810","358918.52520","390188.62980","367235.16300","206994.44530","36741.62310","67091.77100","103161.05120"
"20200305","11215","광진구","393281.54100","367813.98030","21619.16420","3848.39650","415276.42510","363245.28550","372204.75450","408336.38850","166296.86840","27512.50350","78712.05190","60072.31300"
"20200305","11230","동대문구","386472.57800","359942.26420","21130.75680","5399.55700","393721.83270","379561.31780","382808.53350","389089.75270","179227.38860","27968.28110","73785.77760","77473.32990"
"20200305","11260","중랑구","370227.54320","362883.58060","6207.24130","1136.72120","403686.96550","331948.61230","340670.57970","391339.65990","151769.30010","21819.19040","93392.78120","36557.32850"
"20200305","11290","성북구","453174.77520","433650.40550","14751.31640","4773.05330","478993.49240","421778.19370","429197.64330","470301.29800","176281.45180","19586.01150","88079.64570","68615.79460"
"20200305","11305","강북구","315437.80280","309526.38210","5295.00740","616.41340","342226.60470","288091.49700","292949.53240","331500.85310","181910.16970","10930.39570","127138.94030","43840.83370"
"20200305","11320","도봉구","287007.65300","283066.01120","3059.13350","882.50820","307208.61770","261684.28380","267308.32270","301078.60320","128981.52590","15329.50220","75672.31130","37979.71240"
"20200305","11350","노원구","539282.95400","532503.88370","5376.10450","1402.96590","578871.05560","493984.85040","502438.39080","565600.49910","202328.97480","29149.82250","122918.87970","50260.27260"
"20200305","11380","은평구","458575.66450","449619.87070","7766.72990","1189.06390","506988.66780","402086.68270","414716.45510","489903.67130","167847.60830","24117.69020","112757.52870","30972.38940"
"20200305","11410","서대문구","401368.07580","371336.15480","22746.00180","7285.91920","418081.59580","387490.79470","413707.70360","392554.05600","210796.18920","41551.27270","67361.55550","101883.36100"
"20200305","11440","마포구","495514.85300","465001.26130","20830.42710","9683.16450","529250.64650","462399.48860","519833.61570","478144.30820","282255.77540","65192.46690","86606.95530","130456.35320"
"20200305","11470","양천구","417126.88520","409434.91530","6119.46220","1572.50780","440818.09050","389106.23410","394551.66370","433252.04340","187716.24290","29789.56670","96013.02960","61913.64660"
"20200305","11500","강서구","567299.85900","551673.83040","10668.71200","4957.31660","588903.94340","542885.34900","548039.78510","581057.05470","251712.74700","59117.47580","128029.36860","64565.90260"
"20200305","11530","구로구","433227.92690","400632.97670","27982.46310","4612.48700","440522.35200","425985.18820","430484.35280","435187.62270","209038.27970","62285.56930","76207.57380","70545.13660"
"20200305","11545","금천구","256353.74180","236712.09580","17518.34480","2123.30120","285257.40230","230892.60830","281374.59440","238481.70420","169143.04640","62025.35870","49510.06490","57607.62280"
"20200305","11560","영등포구","517963.29830","475819.22290","36843.37120","5300.70420","583978.28520","452736.73260","575192.65830","477085.18400","347350.58660","87925.29460","92114.15660","167311.13540"
"20200305","11590","동작구","426748.53460","406597.22780","16874.84460","3276.46220","454133.48450","394477.41190","400188.62250","445719.90050","170286.81310","27789.60030","74593.53450","67903.67830"
"20200305","11620","관악구","521257.93360","494543.60400","23243.67100","3470.65860","571707.02680","460998.17650","473914.09770","555074.95930","203524.59920","29120.77710","118208.71970","56195.10240"
"20200305","11650","서초구","608254.06010","585846.27690","17672.10780","4735.67540","713030.27410","511097.39250","693014.02330","547711.22920","406792.66560","122661.88820","86412.72280","197718.05460"
"20200305","11680","강남구","875982.44090","845029.13680","21228.13100","9725.17310","1086224.30360","693988.10210","1044426.35320","755665.36070","633676.94260","190233.79830","122569.72830","320873.41600"
"20200305","11710","송파구","793412.79400","771410.97420","17965.24100","4036.57890","800968.09030","789711.31830","793207.75940","793559.24730","378413.36470","96633.95330","165667.79190","116111.61950"
"20200305","11740","강동구","523516.93490","511972.74350","9712.68720","1831.50420","554135.46860","485213.43090","494093.87790","544533.40420","242022.35510","44559.16530","150265.74990","47197.43990"
"20200304","11000","서울시","11342745.10400","10826135.29580","407291.31010","109318.49810","11628285.65340","11059317.94530","11585475.98100","11169365.90610","5962501.49860","1295507.69230","2257389.79040","2409604.01590"
"20200304","11110","종로구","302883.63300","280234.75690","16172.82500","6476.05100","394425.97360","230867.89490","373870.62450","252178.63910","249682.70850","57317.14290","33745.21180","158620.35380"
"20200304","11140","중구","305922.88710","274299.11010","19192.09820","12431.67880","440434.96820","200431.61240","411820.86340","230281.47540","310814.68140","76267.50360","32940.78430","201606.39350"
"20200304","11170","용산구","312688.78250","287568.10520","21175.75510","3944.92220","338404.19120","281837.39110","336092.07590","295972.14430","180961.59710","42786.59470","48294.97120","89880.03120"
"20200304","11200","성동구","374470.07190","356071.00960","15364.63200","3034.43030","390535.48110","353907.15580","387900.96150","364876.57930","208301.59920","36344.95430","69345.19710","102611.44780"
"20200304","11215","광진구","392042.05120","366357.41880","21796.21120","3888.42120","414368.59060","363370.96860","371520.17690","406700.53280","165268.01840","27252.44000","79395.63070","58619.94770"
"20200304","11230","동대문구","387618.57350","360278.78040","21277.85400","6061.93910","393929.83910","382389.21470","384833.24020","389608.09740","182685.27530","28036.96770","76746.60840","77901.69920"
"20200304","11260","중랑구","370765.00490","363353.25100","6321.12320","1090.63080","402562.50890","333628.76290","341759.56660","391483.17520","154599.86380","21755.17170","96435.01470","36409.67740"
"20200304","11290","성북구","451221.55210","432347.81900","14799.04650","4074.68660","475225.34190","423097.55350","429249.30920","466916.01130","178026.00640","19581.52160","89880.19560","68564.28920"
"20200304","11305","강북구","318306.42540","312185.97480","5414.51340","705.93720","348157.05890","290135.80660","295352.25880","334702.25880","182868.52760","10487.59320","128002.80580","44378.12860"
"20200304","11320","도봉구","287788.01170","284103.27000","3013.08190","671.65990","307828.03820","262923.30920","268563.45570","301519.83750","128920.33530","15099.20070","75904.32460","37916.81000"
"20200304","11350","노원구","539240.19970","532296.53430","5362.96060","1580.70480","578911.86150","494248.31380","502948.99120","565162.49150","203413.68680","29253.97820","123904.20950","50255.49910"
"20200304","11380","은평구","460200.90560","451197.03510","7814.79230","1189.07810","507506.91450","406279.79470","417196.93910","490918.02450","167653.60750","24141.01610","112721.04130","30791.55010"
"20200304","11410","서대문구","399293.97280","370731.67180","21276.09210","7286.20890","414293.15440","385318.95990","410210.33790","391496.56910","206002.70470","40628.43890","65573.80150","99800.46430"
"20200304","11440","마포구","494350.63010","464759.20950","20918.57430","8672.84620","526043.09560","462522.71170","518646.17260","476996.67110","278126.22900","64232.69410","84746.54150","129146.99340"
"20200304","11470","양천구","418783.83080","411018.84090","6161.85570","1603.13420","442385.56540","391425.49010","397141.69200","434242.50130","187386.73150","29304.85110","95949.49140","62132.38900"
"20200304","11500","강서구","568496.21110","551930.02790","10712.34140","5853.84190","591147.19080","544086.23350","548897.15640","582495.53600","250315.53380","58896.35000","127373.33330","64045.85050"
"20200304","11530","구로구","429747.54660","396746.17110","28125.77200","4875.60350","442669.62980","420439.03850","428767.01850","430447.92380","209198.85350","61625.05510","77616.67220","69957.12620"
"20200304","11545","금천구","256882.28640","236934.58810","17659.07500","2288.62330","286105.54290","231994.20220","282165.24930","238823.02710","167877.04400","61222.01890","49603.98870","57051.03640"
"20200304","11560","영등포구","517166.31070","474856.07310","37020.00690","5290.23080","584507.58670","452781.85790","574170.21040","476449.23960","347307.51240","88237.21680","92182.91110","166887.38450"
"20200304","11590","동작구","426529.13400","405793.51420","17289.49450","3446.12540","454709.60850","393696.30490","401098.73280","444693.70630","172598.32360","27752.64790","76987.47880","67858.19690"
"20200304","11620","관악구","524624.68950","497083.38350","23408.95040","4132.35560","575886.51160","464738.31980","476796.28030","558787.83890","202521.97520","28547.06760","117801.27010","56173.63750"
