"교유번호","명칭","파일경로","위도","경도"
"251","마포구청역 지하철 6호선","홍제천길.kmz","37.562804","126.903894"
"252","서울영어마을수유캠프국립재활원입구 버스정류장","가오천 길.kmz","37.6401684","127.0116571"
"253","한강공원잠원지구 인근","강남서초한강길.kmz","37.5238776","127.0139393"
"254","삼성미술관","강남서초한강길.kmz","37.5383526","126.9995572"
"255","청담역 지하철 7호선","강남서초한강길.kmz","37.5200082","127.0568191"
"256","전호리마을회관인근","강서한강길.kmz/임시 장소","37.6011576","126.7950476"
"257","염창동동아아파트 인근","강서한강길.kmz/임시 장소","37.5569891","126.8726894"
"258","고덕천교 인근","고덕천 길.kmz","37.5702496","127.1585192"
"259","럭키아파트 인근","도봉천 길.kmz","37.6802714","127.0440096"
"260","서울대","도림천.kmz","37.4632507","126.9525186"
"261","성모자애복지관 인근","독정천.kmz","37.4710165","127.1229934"
"262","난지물재생센터","마포한강길.kmz","37.586559","126.849104"
"263","상암선착장 인근","마포한강길.kmz","37.5612983","126.8858972"
"264","서강대교 강변북로 인근","마포한강길.kmz","37.5428636","126.9301574"
"265","공동주택 인근","망월천길.kmz","37.5702334","127.1789228"
"266","디지털미디어시티역 인근","불광천길.kmz","37.5751308","126.901121"
"268","봉화산역 지하철 6호선","묵동천길.kmz","37.6170866","127.0913848"
"269","육사체육관 인근","묵동천길.kmz","37.6251577","127.0957605"
"270","구반포역 인근","반포천.kmz","37.5001005","126.9850145"
"271","서울국립중앙도서관","반포천.kmz","37.4980246","127.0041225"
"272","사거리광장","방학천 길.kmz","37.6628723","127.0424002"
"273","새절역(신사)","불광천길.kmz/임시 장소","37.5902593","126.9134711"
"274","개화동버스정류장 인근","굴포천.kmz","37.5847964","126.7986956"
"275","대장동종점","굴포천.kmz","37.5417719","126.7883592"
"267","한국아파트 인근","묵동천길.kmz","37.6157759","127.0726484"
"276","개화동","굴포천.kmz","37.5828104","126.7984215"
"277","노원구민회관","당현천길.kmz/임시 장소","37.6399408","127.0657257"
"278","가재울 근린공원 인근","당현천길.kmz","37.6493203","127.0658502"
"279","삼양로139길 인근","대동천 길.kmz","37.6477489","127.0094841"
"280","63 시티","도림천.kmz","37.5196053","126.9401728"
"281","보라매공원 인근","도림천.kmz","37.4892788","126.916348"
"282","독산역 지하철 1호선","안양천길.kmz","37.4657903","126.8895079"
"283","석수역 지하철 1호선","안양천길.kmz","37.435279","126.9021336"
"284","석수역 인근","안양천길.kmz","37.436563","126.8999452"
"285","신목동역 지하철 9호선","안양천길.kmz","37.544364","126.883233"
"286","대모산역 지하철 분당선","양재천.kmz","37.4910838","127.0728066"
"287","개포동역 지하철 분당선","양재천.kmz","37.4888769","127.0661073"
"288","양재시민의숲역(매헌역) 지하철 신분당선","양재천.kmz","37.4697506","127.0383936"
"289","학여울역 지하철 3호선","양재천.kmz","37.4961255","127.0702627"
"290","도곡역 지하철 분당선 3호선","양재천.kmz","37.4899235","127.0557787"
"291","양재1동주민센터 인근","양재천.kmz","37.4690051","127.0299239"
"292","양재시민의숲 인근","양재천.kmz","37.4734211","127.0353681"
"293","구룡초등학교 인근","양재천.kmz","37.4837878","127.0496226"
"294","도곡역 인근","양재천.kmz","37.4891725","127.0601684"
"295","학여울역 인근","양재천.kmz","37.4940792","127.0718775"
"296","양재시민의숲 인근","여의천.kmz","37.4717411","127.0376221"
